Key,Value_Length,Write_Duration
lorem_0,0,0.0037529468536376953
lorem_5,49,0.003593921661376953
lorem_10,75,0.0030231475830078125
lorem_15,120,0.0025010108947753906
lorem_20,163,0.002289295196533203
lorem_25,164,0.0023839473724365234
lorem_30,201,0.001971006393432617
lorem_35,253,0.0018868446350097656
lorem_40,282,0.0019681453704833984
lorem_45,333,0.0019469261169433594
lorem_50,384,0.001878976821899414
lorem_55,440,0.0018601417541503906
lorem_60,434,0.0022449493408203125
lorem_65,495,0.0017361640930175781
lorem_70,543,0.0017590522766113281
lorem_75,536,0.0018639564514160156
lorem_80,603,0.0015828609466552734
lorem_85,609,0.001474142074584961
lorem_90,659,0.001508951187133789
lorem_95,702,0.0014982223510742188
lorem_100,760,0.001447916030883789
lorem_105,792,0.0014820098876953125
lorem_110,773,0.0013871192932128906
lorem_115,864,0.0012941360473632812
lorem_120,890,0.001299142837524414
lorem_125,949,0.0013308525085449219
lorem_130,980,0.0013270378112792969
lorem_135,1013,0.0013079643249511719
lorem_140,1026,0.0013458728790283203
lorem_145,1080,0.0013840198516845703
lorem_150,1095,0.0014522075653076172
lorem_155,1145,0.001363992691040039
lorem_160,1184,0.0013928413391113281
lorem_165,1217,0.0014050006866455078
lorem_170,1247,0.0014150142669677734
lorem_175,1294,0.0013670921325683594
lorem_180,1340,0.0013797283172607422
lorem_185,1371,0.001435995101928711
lorem_190,1432,0.0014319419860839844
lorem_195,1454,0.0013909339904785156
lorem_200,1502,0.001355886459350586
lorem_205,1542,0.0013897418975830078
lorem_210,1557,0.001306772232055664
lorem_215,1596,0.0013668537139892578
lorem_220,1621,0.0014009475708007812
lorem_225,1680,0.001359701156616211
lorem_230,1706,0.0014247894287109375
lorem_235,1729,0.0014469623565673828
lorem_240,1747,0.0014278888702392578
lorem_245,1823,0.001416921615600586
lorem_250,1856,0.0013871192932128906
lorem_255,1884,0.0013840198516845703
lorem_260,1940,0.001399993896484375
lorem_265,1955,0.0013701915740966797
lorem_270,2026,0.0013861656188964844
lorem_275,2031,0.0013349056243896484
lorem_280,2096,0.0013861656188964844
lorem_285,2121,0.0013911724090576172
lorem_290,2154,0.0014040470123291016
lorem_295,2175,0.0013802051544189453
lorem_300,2250,0.001455068588256836
lorem_305,2275,0.0014240741729736328
lorem_310,2312,0.001363992691040039
lorem_315,2315,0.0013439655303955078
lorem_320,2382,0.0013539791107177734
lorem_325,2406,0.0013921260833740234
lorem_330,2457,0.001399993896484375
lorem_335,2473,0.0013802051544189453
lorem_340,2540,0.0013880729675292969
lorem_345,2559,0.0014030933380126953
lorem_350,2607,0.0013849735260009766
lorem_355,2638,0.0013549327850341797
lorem_360,2671,0.001371145248413086
lorem_365,2704,0.0013270378112792969
lorem_370,2751,0.0013802051544189453
lorem_375,2785,0.0013623237609863281
lorem_380,2813,0.0013699531555175781
lorem_385,2855,0.0013587474822998047
lorem_390,2892,0.0014121532440185547
lorem_395,2920,0.001378774642944336
lorem_400,2960,0.0013451576232910156
lorem_405,3025,0.0013670921325683594
lorem_410,3044,0.001425027847290039
lorem_415,3088,0.0014181137084960938
lorem_420,3088,0.0013630390167236328
lorem_425,3146,0.0014307498931884766
lorem_430,3191,0.0014331340789794922
lorem_435,3244,0.001409769058227539
lorem_440,3269,0.0013570785522460938
lorem_445,3295,0.001379251480102539
lorem_450,3339,0.0013689994812011719
lorem_455,3377,0.0014090538024902344
lorem_460,3421,0.001402139663696289
lorem_465,3454,0.0014071464538574219
lorem_470,3451,0.0013241767883300781
lorem_475,3542,0.0013623237609863281
lorem_480,3537,0.0014033317565917969
lorem_485,3601,0.0013768672943115234
lorem_490,3644,0.0014357566833496094
lorem_495,3680,0.0013959407806396484
lorem_500,3705,0.0013740062713623047
lorem_505,3769,0.0013899803161621094
lorem_510,3787,0.0013720989227294922
lorem_515,3814,0.0013680458068847656
lorem_520,3862,0.0014171600341796875
lorem_525,3892,0.0014901161193847656
lorem_530,3926,0.0014472007751464844
lorem_535,3971,0.0014009475708007812
lorem_540,4002,0.0015118122100830078
lorem_545,4049,0.001420736312866211
lorem_550,4087,0.0014221668243408203
lorem_555,4129,0.0013990402221679688
lorem_560,4151,0.001378774642944336
lorem_565,4184,0.0013659000396728516
lorem_570,4225,0.0013670921325683594
lorem_575,4279,0.001386880874633789
lorem_580,4279,0.001399993896484375
lorem_585,4339,0.00139617919921875
lorem_590,4380,0.001416921615600586
lorem_595,4410,0.0013897418975830078
lorem_600,4453,0.0013780593872070312
lorem_605,4499,0.0013661384582519531
lorem_610,4530,0.0013930797576904297
lorem_615,4571,0.0013539791107177734
lorem_620,4601,0.0013761520385742188
lorem_625,4623,0.0014538764953613281
lorem_630,4681,0.0014379024505615234
lorem_635,4710,0.0013718605041503906
lorem_640,4771,0.0014107227325439453
lorem_645,4789,0.0013837814331054688
lorem_650,4819,0.0014240741729736328
lorem_655,4860,0.001379251480102539
lorem_660,4867,0.0014081001281738281
lorem_665,4939,0.0013477802276611328
lorem_670,4949,0.0013418197631835938
lorem_675,5033,0.0013909339904785156
lorem_680,5084,0.001360177993774414
lorem_685,5086,0.0013828277587890625
lorem_690,5148,0.0013892650604248047
lorem_695,5152,0.0016078948974609375
lorem_700,5160,0.0013890266418457031
lorem_705,5242,0.0013659000396728516
lorem_710,5278,0.0012989044189453125
lorem_715,5299,0.0014030933380126953
lorem_720,5328,0.0014197826385498047
lorem_725,5379,0.0013959407806396484
lorem_730,5420,0.00146484375
lorem_735,5455,0.0013530254364013672
lorem_740,5514,0.0014050006866455078
lorem_745,5530,0.0013439655303955078
lorem_750,5577,0.0014269351959228516
lorem_755,5596,0.0013911724090576172
lorem_760,5648,0.0013880729675292969
lorem_765,5689,0.0013909339904785156
lorem_770,5722,0.0014500617980957031
lorem_775,5750,0.0013880729675292969
lorem_780,5803,0.0013456344604492188
lorem_785,5815,0.0013499259948730469
lorem_790,5880,0.0014209747314453125
lorem_795,5919,0.0014569759368896484
lorem_800,5961,0.0014011859893798828
lorem_805,5975,0.0013942718505859375
lorem_810,5986,0.0013790130615234375
lorem_815,6004,0.0014560222625732422
lorem_820,6085,0.001413106918334961
lorem_825,6131,0.001466989517211914
lorem_830,6170,0.001531839370727539
lorem_835,6214,0.0014190673828125
lorem_840,6242,0.0014088153839111328
lorem_845,6257,0.0013668537139892578
lorem_850,6280,0.0013339519500732422
lorem_855,6351,0.0014028549194335938
lorem_860,6410,0.0014281272888183594
lorem_865,6405,0.0014078617095947266
lorem_870,6446,0.0014271736145019531
lorem_875,6484,0.0013802051544189453
lorem_880,6545,0.0014548301696777344
lorem_885,6561,0.00139617919921875
lorem_890,6600,0.0013890266418457031
lorem_895,6633,0.0013818740844726562
lorem_900,6670,0.0013759136199951172
lorem_905,6715,0.001363992691040039
lorem_910,6754,0.0013768672943115234
lorem_915,6790,0.0013489723205566406
lorem_920,6829,0.001461029052734375
lorem_925,6857,0.0014450550079345703
lorem_930,6903,0.0014729499816894531
lorem_935,6936,0.0014450550079345703
lorem_940,6999,0.0013492107391357422
lorem_945,6998,0.0014269351959228516
lorem_950,7068,0.001416921615600586
lorem_955,7104,0.0014278888702392578
lorem_960,7132,0.0013611316680908203
lorem_965,7175,0.0014259815216064453
lorem_970,7197,0.0014290809631347656
lorem_975,7236,0.001438140869140625
lorem_980,7258,0.0013740062713623047
lorem_985,7325,0.0014188289642333984
lorem_990,7352,0.0013959407806396484
lorem_995,7384,0.0014052391052246094
lorem_1000,7436,0.0013959407806396484
